cat,longitude,latitude,species,hemisphere,grid,grid_long,grid_lat,region,region_close,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
3638,9.95842,63.89664,maritima,NH,13843,9.75,63.75,4,4,49.2,65.3,30.4666666666667,5239.66666666667,162.833333333333,-47.9,210.733333333333,55.1333333333333,45.0666666666667,117.6,-15,1062.06666666667,125.333333333333,53.9666666666667,24.4666666666667,346.466666666667,188.5,246.466666666667,280.2
3639,11.27826,63.90524,maritima,NH,13846,11.25,63.75,4,4,41.6666666666667,68.6944444444444,27.5,6277.66666666667,171.944444444444,-73.5833333333333,245.527777777778,81.0833333333333,35.0277777777778,124.083333333333,-36.8611111111111,989.944444444444,117.638888888889,53.1388888888889,23.5833333333333,317.027777777778,179,253.972222222222,243.75
3640,-16.6,63.908,maritima,NH,13838,-16.75,63.75,,4,36.6470588235294,52.5882352941176,34.2352941176471,3622.94117647059,120.352941176471,-30.4705882352941,150.823529411765,14.9411764705882,72.1764705882353,86.5294117647059,-3.29411764705882,1435.82352941176,164.882352941176,91.4117647058823,17.4117647058824,423.058823529412,282.470588235294,313.882352941176,400
3641,-149,63.917,maritima,NH,13643,-148.75,63.75,2,2,-49.6944444444444,108.027777777778,25.5555555555556,11263.3333333333,173.916666666667,-241.916666666667,415.833333333333,97.6111111111111,-109.666666666667,97.6111111111111,-186.138888888889,372.388888888889,77.2777777777778,9.63888888888889,68.5833333333333,197.972222222222,38.8611111111111,197.972222222222,51.8888888888889
3642,-21.146,63.924,maritima,NH,13829,-21.25,63.75,,4,46.5384615384615,45.6923076923077,30.1538461538462,3777,129.230769230769,-19.4615384615385,148.692307692308,22.9230769230769,85.2307692307692,98.6153846153846,4.92307692307692,1060.84615384615,115.692307692308,63.0769230769231,18.6923076923077,321.692307692308,196.307692307692,213.384615384615,301.461538461538
3643,11.23373,63.93331,maritima,NH,13846,11.25,63.75,4,4,41.6666666666667,68.6944444444444,27.5,6277.66666666667,171.944444444444,-73.5833333333333,245.527777777778,81.0833333333333,35.0277777777778,124.083333333333,-36.8611111111111,989.944444444444,117.638888888889,53.1388888888889,23.5833333333333,317.027777777778,179,253.972222222222,243.75
3644,-77.833,63.95,maritima,NH,13780,-77.75,63.75,,2,-92.8333333333333,66.1666666666667,16.1666666666667,11405.6666666667,104.333333333333,-289.5,393.833333333333,15.6666666666667,-241.833333333333,46.1666666666667,-241.833333333333,291.333333333333,43,11.5,41.1666666666667,112.5,39.1666666666667,94,39.1666666666667
3645,-20.279,63.955,maritima,NH,13831,-20.25,63.75,4,4,49.8235294117647,42.2352941176471,30.9117647058824,3438.05882352941,124.588235294118,-10.2647058823529,134.852941176471,28.5,84.0588235294118,97.4411764705882,12.7058823529412,1295.35294117647,141.676470588235,80.6176470588235,17.6470588235294,388.323529411765,244.823529411765,267.088235294118,365.911764705882
3646,-18.335,63.968,maritima,NH,13835,-18.25,63.75,4,4,41.3055555555556,50.3055555555556,33.1388888888889,3668.52777777778,124.972222222222,-25.0277777777778,150,40.5,78.2777777777778,92.25,1.36111111111111,1554.08333333333,171.833333333333,104.277777777778,13.5833333333333,441.277777777778,329.777777777778,364.972222222222,409.472222222222
3647,-16.437,63.976,maritima,NH,13839,-16.25,63.75,,4,44,52.25,35,3551,126,-22.25,148.25,23.25,78.25,92.75,4.75,1350,159.5,83.75,19.25,405.5,257,286.5,382.25
3648,-18.848,63.981,maritima,NH,13834,-18.75,63.75,4,4,29.6666666666667,49,32.3055555555556,3677.86111111111,113.666666666667,-35.5833333333333,149.25,6.61111111111111,66.75,81.0833333333333,-10.0277777777778,1564.72222222222,168.833333333333,104.777777777778,13.6111111111111,445.555555555556,324.972222222222,357.055555555556,420.972222222222
3649,10.134,63.98198,maritima,NH,13844,10.25,63.75,4,4,41.0555555555556,66.5833333333333,29.6666666666667,5544.08333333333,160.25,-60.6388888888889,220.888888888889,47.1666666666667,33.9166666666667,114.055555555556,-27.0277777777778,1038.36111111111,120.666666666667,54.3611111111111,23.1388888888889,331.833333333333,188.25,249.305555555556,268.777777777778
3650,-19.93,63.983,maritima,NH,13832,-19.75,63.75,4,4,28.0277777777778,44.75,31.0555555555556,3567.30555555556,107.777777777778,-34,141.777777777778,5.77777777777778,63.6111111111111,77.75,-10.1388888888889,1488.30555555556,157.777777777778,97.0555555555556,15.3055555555556,433,293.833333333333,319.361111111111,414.638888888889
3651,-16.97167,64.01611,maritima,NH,13268,-16.75,64.25,4,4,-25.3333333333333,55.4444444444444,33.1111111111111,3976.44444444444,69.0555555555556,-95.7222222222222,164.777777777778,-48.5555555555556,13.7777777777778,30.4166666666667,-67.6666666666667,1740.97222222222,181.777777777778,115.194444444444,14.5833333333333,494.861111111111,350.611111111111,383.222222222222,488.527777777778
3652,-16.992,64.023,maritima,NH,13268,-16.75,64.25,4,4,-25.3333333333333,55.4444444444444,33.1111111111111,3976.44444444444,69.0555555555556,-95.7222222222222,164.777777777778,-48.5555555555556,13.7777777777778,30.4166666666667,-67.6666666666667,1740.97222222222,181.777777777778,115.194444444444,14.5833333333333,494.861111111111,350.611111111111,383.222222222222,488.527777777778
3653,-22.706,64.041,maritima,NH,13256,-22.75,64.25,,4,47.3333333333333,45,30,3883,130.666666666667,-18.6666666666667,149.333333333333,25.3333333333333,86.6666666666667,100.666666666667,4.33333333333333,1066,114,59.6666666666667,21,332.333333333333,186.333333333333,205,312
3654,-17.46,64.042,maritima,NH,13267,-17.25,64.25,4,4,-9.08333333333333,55.4166666666667,33.1666666666667,3979.11111111111,84.9166666666667,-79.8611111111111,164.777777777778,-33.0555555555556,30.7777777777778,46.6388888888889,-51.7777777777778,1620.66666666667,171.527777777778,106.638888888889,14.4722222222222,461.138888888889,329.75,363.111111111111,447.972222222222
3655,-19.297,64.048,maritima,NH,13263,-19.25,64.25,4,4,18.8611111111111,50.4444444444444,31.75,3898.86111111111,107.416666666667,-49.5555555555556,156.972222222222,-5.80555555555556,58.5555555555556,73.3055555555556,-22.9444444444444,1371.63888888889,146.583333333333,89.0277777777778,14.8333333333333,396.555555555556,274.277777777778,302.944444444444,376.333333333333
3656,-19.227,64.05,maritima,NH,13263,-19.25,64.25,4,4,18.8611111111111,50.4444444444444,31.75,3898.86111111111,107.416666666667,-49.5555555555556,156.972222222222,-5.80555555555556,58.5555555555556,73.3055555555556,-22.9444444444444,1371.63888888889,146.583333333333,89.0277777777778,14.8333333333333,396.555555555556,274.277777777778,302.944444444444,376.333333333333
3657,-22.71,64.06,maritima,NH,13256,-22.75,64.25,,4,47.3333333333333,45,30,3883,130.666666666667,-18.6666666666667,149.333333333333,25.3333333333333,86.6666666666667,100.666666666667,4.33333333333333,1066,114,59.6666666666667,21,332.333333333333,186.333333333333,205,312
3658,10.02285,64.06094,maritima,NH,13275,10.25,64.25,,4,46.625,63.625,29.7916666666667,5241.125,160.625,-49.5416666666667,210.166666666667,53.0416666666667,67.375,115.625,-16.9166666666667,1176.375,138.75,59.8333333333333,23.8333333333333,379.041666666667,211.708333333333,267.083333333333,313.375
3659,-20.261,64.064,maritima,NH,13261,-20.25,64.25,4,4,34.3333333333333,46.6944444444444,30.8333333333333,3772.47222222222,117.722222222222,-31.5277777777778,149.25,10.8611111111111,72.6388888888889,86.6111111111111,-6.5,1191.05555555556,129.277777777778,73.8055555555556,17.3055555555556,354.666666666667,225.888888888889,248.472222222222,334.777777777778
3660,11.76978,64.09835,maritima,NH,13278,11.75,64.25,4,4,40.5277777777778,66.25,27.2777777777778,6100.13888888889,167.555555555556,-70.6666666666667,238.222222222222,47.9166666666667,66.1666666666667,121.222222222222,-34.9444444444444,1272.44444444444,144.472222222222,63.1111111111111,22.7222222222222,396.166666666667,228.555555555556,290.055555555556,344.305555555556
3661,-16.054,64.117,maritima,NH,13269,-16.25,64.25,4,4,-4.62857142857143,54.4571428571429,33.7142857142857,3813.48571428571,85.4571428571429,-73.6571428571429,159.114285714286,-26.5142857142857,32.4,48.2857142857143,-45.7142857142857,1601.31428571429,174.685714285714,102.942857142857,16.7714285714286,465.942857142857,312.428571428571,343.114285714286,455.371428571429
3662,-20.547,64.125,maritima,NH,13260,-20.75,64.25,4,4,30.5277777777778,46.8888888888889,30.3333333333333,3858.25,115.666666666667,-36.5277777777778,152.194444444444,6.44444444444444,69.7777777777778,83.9444444444444,-11.4722222222222,1142.80555555556,123,69.2222222222222,17.6111111111111,340.861111111111,215.138888888889,234.916666666667,322.944444444444
3663,-21.912,64.135,maritima,NH,13258,-21.75,64.25,4,4,36.1142857142857,48.8857142857143,29.9714285714286,4087.37142857143,125.885714285714,-34.9142857142857,160.8,10.4571428571429,78.3714285714286,92.3714285714286,-9.54285714285714,944.571428571429,102.771428571429,55.0285714285714,18.8571428571429,286.257142857143,174,189.285714285714,268.114285714286
3664,-20.255,64.136,maritima,NH,13261,-20.25,64.25,4,4,34.3333333333333,46.6944444444444,30.8333333333333,3772.47222222222,117.722222222222,-31.5277777777778,149.25,10.8611111111111,72.6388888888889,86.6111111111111,-6.5,1191.05555555556,129.277777777778,73.8055555555556,17.3055555555556,354.666666666667,225.888888888889,248.472222222222,334.777777777778
3665,-20.116,64.142,maritima,NH,13261,-20.25,64.25,4,4,34.3333333333333,46.6944444444444,30.8333333333333,3772.47222222222,117.722222222222,-31.5277777777778,149.25,10.8611111111111,72.6388888888889,86.6111111111111,-6.5,1191.05555555556,129.277777777778,73.8055555555556,17.3055555555556,354.666666666667,225.888888888889,248.472222222222,334.777777777778
3666,-19.757,64.149,maritima,NH,13262,-19.75,64.25,4,4,24.6388888888889,48.25,31.1111111111111,3826.63888888889,110.416666666667,-42.1111111111111,152.527777777778,0.583333333333333,63.5,77.9722222222222,-16.4444444444444,1300.86111111111,139.444444444444,83.4166666666667,15.9722222222222,380.944444444444,253.611111111111,279.25,361.638888888889
3667,10.22316,64.15179,maritima,NH,13275,10.25,64.25,,4,46.625,63.625,29.7916666666667,5241.125,160.625,-49.5416666666667,210.166666666667,53.0416666666667,67.375,115.625,-16.9166666666667,1176.375,138.75,59.8333333333333,23.8333333333333,379.041666666667,211.708333333333,267.083333333333,313.375
3668,10.18206,64.15213,maritima,NH,13275,10.25,64.25,,4,46.625,63.625,29.7916666666667,5241.125,160.625,-49.5416666666667,210.166666666667,53.0416666666667,67.375,115.625,-16.9166666666667,1176.375,138.75,59.8333333333333,23.8333333333333,379.041666666667,211.708333333333,267.083333333333,313.375
3669,-82.833,64.167,maritima,NH,13197,-82.75,64.25,2,2,-115.861111111111,90.4722222222222,18.5833333333333,13232.9444444444,131.222222222222,-342.277777777778,473.5,49.8055555555556,-278.416666666667,53.9166666666667,-278.416666666667,280.305555555556,48.3888888888889,8.77777777777778,53.5833333333333,124.916666666667,29.5,112.611111111111,29.5
3670,10.22395,64.16973,maritima,NH,13275,10.25,64.25,,4,46.625,63.625,29.7916666666667,5241.125,160.625,-49.5416666666667,210.166666666667,53.0416666666667,67.375,115.625,-16.9166666666667,1176.375,138.75,59.8333333333333,23.8333333333333,379.041666666667,211.708333333333,267.083333333333,313.375
3671,10.30748,64.19593,maritima,NH,13275,10.25,64.25,,4,46.625,63.625,29.7916666666667,5241.125,160.625,-49.5416666666667,210.166666666667,53.0416666666667,67.375,115.625,-16.9166666666667,1176.375,138.75,59.8333333333333,23.8333333333333,379.041666666667,211.708333333333,267.083333333333,313.375
3672,-76.533,64.2,maritima,NH,13205,-76.75,64.25,,2,-99.75,62.4166666666667,15.0833333333333,11577.5416666667,102.458333333333,-295.125,397.583333333333,3.20833333333333,-249.333333333333,43.1666666666667,-249.333333333333,359.916666666667,52.0416666666667,15.8333333333333,37.3333333333333,129.875,53.375,107,53.375
3673,-16.462,64.228,maritima,NH,13269,-16.25,64.25,4,4,-4.62857142857143,54.4571428571429,33.7142857142857,3813.48571428571,85.4571428571429,-73.6571428571429,159.114285714286,-26.5142857142857,32.4,48.2857142857143,-45.7142857142857,1601.31428571429,174.685714285714,102.942857142857,16.7714285714286,465.942857142857,312.428571428571,343.114285714286,455.371428571429
3674,10.51871,64.29262,maritima,NH,13276,10.75,64.25,4,4,38.5555555555556,64.3888888888889,28.8888888888889,5515.36111111111,157.25,-61.6388888888889,218.888888888889,45.1666666666667,56.4722222222222,111.555555555556,-28.5,1232.75,142.25,63.4444444444444,22.6388888888889,388.972222222222,225.138888888889,285.361111111111,327.138888888889
3675,-96.05,64.3,maritima,NH,13171,-96.25,64.25,2,2,-128.972222222222,92.3888888888889,16,16236.2222222222,157.638888888889,-394.333333333333,551.972222222222,74.7777777777778,-328.833333333333,76.5277777777778,-328.833333333333,242.055555555556,40.6111111111111,6,60.6111111111111,117.361111111111,21.8888888888889,101.333333333333,21.8888888888889
3676,10.45245,64.3099,maritima,NH,13275,10.25,64.25,,4,46.625,63.625,29.7916666666667,5241.125,160.625,-49.5416666666667,210.166666666667,53.0416666666667,67.375,115.625,-16.9166666666667,1176.375,138.75,59.8333333333333,23.8333333333333,379.041666666667,211.708333333333,267.083333333333,313.375
3677,11.20221,64.31086,maritima,NH,13277,11.25,64.25,4,4,42.0277777777778,65.4444444444444,28.0555555555556,5821.47222222222,165.111111111111,-64,229.111111111111,48.8055555555556,66,118.916666666667,-29.7222222222222,1251.27777777778,144.166666666667,63.25,22.8888888888889,393.75,226.472222222222,287.583333333333,333.944444444444
3678,-19.391,64.362,maritima,NH,13263,-19.25,64.25,4,4,18.8611111111111,50.4444444444444,31.75,3898.86111111111,107.416666666667,-49.5555555555556,156.972222222222,-5.80555555555556,58.5555555555556,73.3055555555556,-22.9444444444444,1371.63888888889,146.583333333333,89.0277777777778,14.8333333333333,396.555555555556,274.277777777778,302.944444444444,376.333333333333
3679,-19.773,64.381,maritima,NH,13262,-19.75,64.25,4,4,24.6388888888889,48.25,31.1111111111111,3826.63888888889,110.416666666667,-42.1111111111111,152.527777777778,0.583333333333333,63.5,77.9722222222222,-16.4444444444444,1300.86111111111,139.444444444444,83.4166666666667,15.9722222222222,380.944444444444,253.611111111111,279.25,361.638888888889
3680,-14.854,64.421,maritima,NH,13272,-14.75,64.25,,4,31.6666666666667,51.2666666666667,34.6666666666667,3495.6,111.733333333333,-33.9333333333333,145.666666666667,13.5333333333333,53.2,79,-7.06666666666667,1363.66666666667,165,78.9333333333333,22.2,412.533333333333,247.066666666667,275.4,398.266666666667
3681,-14.999,64.473,maritima,NH,13272,-14.75,64.25,,4,31.6666666666667,51.2666666666667,34.6666666666667,3495.6,111.733333333333,-33.9333333333333,145.666666666667,13.5333333333333,53.2,79,-7.06666666666667,1363.66666666667,165,78.9333333333333,22.2,412.533333333333,247.066666666667,275.4,398.266666666667
3682,10.86124,64.49326,maritima,NH,13276,10.75,64.25,4,4,38.5555555555556,64.3888888888889,28.8888888888889,5515.36111111111,157.25,-61.6388888888889,218.888888888889,45.1666666666667,56.4722222222222,111.555555555556,-28.5,1232.75,142.25,63.4444444444444,22.6388888888889,388.972222222222,225.138888888889,285.361111111111,327.138888888889
3683,-19.864,64.503,maritima,NH,12682,-19.75,64.75,4,4,4.19444444444444,52.5833333333333,31.1666666666667,4124.58333333333,97.9722222222222,-67.7222222222222,165.694444444444,-21.3611111111111,46.3888888888889,61.8611111111111,-40.1111111111111,1228.5,129.333333333333,76.9722222222222,15.8333333333333,357.361111111111,238.222222222222,264.416666666667,342.5
3684,11.55429,64.5386,maritima,NH,12697,11.75,64.75,4,4,44.6388888888889,63.2222222222222,27.5555555555556,5690,167.75,-57.8611111111111,225.611111111111,41.0555555555556,64.75,119.972222222222,-24.5555555555556,1615.91666666667,185.916666666667,76.5,23.8333333333333,502.916666666667,285.361111111111,339.888888888889,457.055555555556
3685,-19.756,64.573,maritima,NH,12682,-19.75,64.75,4,4,4.19444444444444,52.5833333333333,31.1666666666667,4124.58333333333,97.9722222222222,-67.7222222222222,165.694444444444,-21.3611111111111,46.3888888888889,61.8611111111111,-40.1111111111111,1228.5,129.333333333333,76.9722222222222,15.8333333333333,357.361111111111,238.222222222222,264.416666666667,342.5
3686,13.36043,64.58752,maritima,NH,12700,13.25,64.75,4,4,21.4722222222222,66.0555555555556,26.1388888888889,6423.05555555556,153.638888888889,-94.1388888888889,247.777777777778,28.4722222222222,48.1666666666667,107.055555555556,-57.1666666666667,1329.44444444444,146,66.8055555555556,21.5277777777778,403.138888888889,238.722222222222,313.916666666667,362.75
3687,10.9533,64.59267,maritima,NH,12695,10.75,64.75,,4,53.3571428571429,61.3571428571429,28.9285714285714,5202.21428571429,168.285714285714,-40.5,208.785714285714,60.8571428571429,71.1428571428571,122.142857142857,-9.07142857142857,1420.07142857143,169.214285714286,69,24.7142857142857,455.928571428571,250.571428571429,304.071428571429,390.428571428571
3688,-14.751,64.613,maritima,NH,12692,-14.75,64.75,4,4,9.22222222222222,52.7777777777778,34.0833333333333,3663.86111111111,93.9722222222222,-58.4722222222222,152.444444444444,-9.80555555555556,26,58.75,-31.1666666666667,1441.58333333333,167,85.3333333333333,20.0833333333333,428.444444444444,267.75,299,413.25
3689,-14.54,64.642,maritima,NH,12692,-14.75,64.75,4,4,9.22222222222222,52.7777777777778,34.0833333333333,3663.86111111111,93.9722222222222,-58.4722222222222,152.444444444444,-9.80555555555556,26,58.75,-31.1666666666667,1441.58333333333,167,85.3333333333333,20.0833333333333,428.444444444444,267.75,299,413.25
3690,-18.784,64.647,maritima,NH,12684,-18.75,64.75,4,4,-10.25,56.25,31.9444444444444,4249.58333333333,88.5277777777778,-84.5,173.027777777778,-36.6944444444444,33.5555555555556,49.5277777777778,-55.6111111111111,1356.77777777778,140.861111111111,86.9444444444444,14.5555555555556,387.416666666667,271.638888888889,302.527777777778,373.888888888889
3691,-18.807,64.648,maritima,NH,12684,-18.75,64.75,4,4,-10.25,56.25,31.9444444444444,4249.58333333333,88.5277777777778,-84.5,173.027777777778,-36.6944444444444,33.5555555555556,49.5277777777778,-55.6111111111111,1356.77777777778,140.861111111111,86.9444444444444,14.5555555555556,387.416666666667,271.638888888889,302.527777777778,373.888888888889
3692,-14.516,64.65,maritima,NH,12692,-14.75,64.75,4,4,9.22222222222222,52.7777777777778,34.0833333333333,3663.86111111111,93.9722222222222,-58.4722222222222,152.444444444444,-9.80555555555556,26,58.75,-31.1666666666667,1441.58333333333,167,85.3333333333333,20.0833333333333,428.444444444444,267.75,299,413.25
3693,-99.933,64.667,maritima,NH,12581,-99.75,64.75,2,2,-129.361111111111,86.5277777777778,16,15713.25,145.611111111111,-383.055555555556,528.666666666667,66.3888888888889,-321.222222222222,71.3888888888889,-321.222222222222,201.333333333333,35.3888888888889,4.22222222222222,66,101.916666666667,15.9722222222222,89.8055555555556,15.9722222222222
3694,11.21033,64.66984,maritima,NH,12696,11.25,64.75,,4,51.2571428571429,62.3142857142857,28.2,5427.74285714286,169.914285714286,-46.6857142857143,216.6,59.2857142857143,70.2,123.057142857143,-14.4857142857143,1495.82857142857,176.142857142857,71.7714285714286,24.4285714285714,474.628571428571,263.457142857143,317.257142857143,416.142857142857
3695,-148.33,64.71,maritima,NH,12484,-148.25,64.75,2,2,-35.1944444444444,110.416666666667,22.1388888888889,13987.9166666667,216.75,-270.111111111111,486.861111111111,140.222222222222,-112.611111111111,140.222222222222,-213.361111111111,302.944444444444,56.2222222222222,7.58333333333333,63.5277777777778,153.555555555556,29.7222222222222,153.555555555556,44.2222222222222
3696,-148.15,64.73,maritima,NH,12484,-148.25,64.75,2,2,-35.1944444444444,110.416666666667,22.1388888888889,13987.9166666667,216.75,-270.111111111111,486.861111111111,140.222222222222,-112.611111111111,140.222222222222,-213.361111111111,302.944444444444,56.2222222222222,7.58333333333333,63.5277777777778,153.555555555556,29.7222222222222,153.555555555556,44.2222222222222
3697,-166.33472,64.735,maritima,NH,12448,-166.25,64.75,2,2,-44,71.21875,20.84375,9639.875,126.0625,-209.3125,335.375,77.125,-126.8125,80.6875,-156.75,421.5625,86,17.09375,62.53125,211.15625,54.1875,165.21875,59.53125
3698,-147.78,64.74,maritima,NH,12485,-147.75,64.75,2,2,-31.3055555555556,107.222222222222,21.25,14312.1111111111,218.833333333333,-274.055555555556,492.888888888889,146.583333333333,-97.9166666666667,146.583333333333,-216.416666666667,321,52.8888888888889,8.72222222222222,50.75,142.916666666667,37.1111111111111,142.916666666667,58.1944444444444
3699,-14.371,64.756,maritima,NH,12693,-14.25,64.75,4,4,21.9666666666667,51.6,34.2,3563.5,103.233333333333,-45.0333333333333,148.266666666667,23.2333333333333,30.6666666666667,69.5666666666667,-18.1666666666667,1384.83333333333,164.466666666667,81.1,20.9333333333333,414.233333333333,253.333333333333,290.066666666667,388.666666666667
3700,11.63932,64.77056,maritima,NH,12697,11.75,64.75,4,4,44.6388888888889,63.2222222222222,27.5555555555556,5690,167.75,-57.8611111111111,225.611111111111,41.0555555555556,64.75,119.972222222222,-24.5555555555556,1615.91666666667,185.916666666667,76.5,23.8333333333333,502.916666666667,285.361111111111,339.888888888889,457.055555555556
3701,-20.832,64.773,maritima,NH,12680,-20.75,64.75,4,4,13.6111111111111,50.4166666666667,30.2222222222222,4127.94444444444,105.5,-58.0277777777778,163.527777777778,-11.9722222222222,55.7222222222222,70.8055555555556,-31.1111111111111,1091.27777777778,116.416666666667,65.4722222222222,17.4166666666667,322.638888888889,205.527777777778,226.25,307.861111111111
3702,-147.9,64.78,maritima,NH,12485,-147.75,64.75,2,2,-31.3055555555556,107.222222222222,21.25,14312.1111111111,218.833333333333,-274.055555555556,492.888888888889,146.583333333333,-97.9166666666667,146.583333333333,-216.416666666667,321,52.8888888888889,8.72222222222222,50.75,142.916666666667,37.1111111111111,142.916666666667,58.1944444444444
3703,11.40905,64.78346,maritima,NH,12696,11.25,64.75,,4,51.2571428571429,62.3142857142857,28.2,5427.74285714286,169.914285714286,-46.6857142857143,216.6,59.2857142857143,70.2,123.057142857143,-14.4857142857143,1495.82857142857,176.142857142857,71.7714285714286,24.4285714285714,474.628571428571,263.457142857143,317.257142857143,416.142857142857
3704,-14.131,64.797,maritima,NH,12693,-14.25,64.75,4,4,21.9666666666667,51.6,34.2,3563.5,103.233333333333,-45.0333333333333,148.266666666667,23.2333333333333,30.6666666666667,69.5666666666667,-18.1666666666667,1384.83333333333,164.466666666667,81.1,20.9333333333333,414.233333333333,253.333333333333,290.066666666667,388.666666666667
3705,-23.625,64.801,maritima,NH,12674,-23.75,64.75,4,4,35.8888888888889,47.5,31,3784,119.666666666667,-31.3888888888889,151.055555555556,12.3888888888889,73.7777777777778,87.6666666666667,-6.44444444444444,1158,131.333333333333,63.4444444444444,21.5,351.777777777778,204.388888888889,222,345.888888888889
3706,11.6726,64.8198,maritima,NH,12697,11.75,64.75,4,4,44.6388888888889,63.2222222222222,27.5555555555556,5690,167.75,-57.8611111111111,225.611111111111,41.0555555555556,64.75,119.972222222222,-24.5555555555556,1615.91666666667,185.916666666667,76.5,23.8333333333333,502.916666666667,285.361111111111,339.888888888889,457.055555555556
3707,-22.998,64.821,maritima,NH,12676,-22.75,64.75,,4,32.2777777777778,47.6666666666667,29.3333333333333,4103.33333333333,122,-38.0555555555556,160.055555555556,8.61111111111111,73.6111111111111,88.6666666666667,-13.7777777777778,903,102.944444444444,50.8888888888889,21.8888888888889,279.222222222222,156.944444444444,173.055555555556,261.055555555556
3708,11.11827,64.83278,maritima,NH,12696,11.25,64.75,,4,51.2571428571429,62.3142857142857,28.2,5427.74285714286,169.914285714286,-46.6857142857143,216.6,59.2857142857143,70.2,123.057142857143,-14.4857142857143,1495.82857142857,176.142857142857,71.7714285714286,24.4285714285714,474.628571428571,263.457142857143,317.257142857143,416.142857142857
3709,-23.222,64.839,maritima,NH,12675,-23.25,64.75,,4,34.3888888888889,47.4444444444444,30.0555555555556,3924.83333333333,120.944444444444,-34.1666666666667,155.111111111111,11.4444444444444,73.8333333333333,88.3888888888889,-9.44444444444444,1037.27777777778,118.277777777778,58.7222222222222,21.6111111111111,318.166666666667,181.388888888889,198.277777777778,305.944444444444
3710,-13.953,64.844,maritima,NH,12694,-13.75,64.75,,4,31,50.6,34.4,3479.46666666667,109.266666666667,-35,144.266666666667,37.7333333333333,39.4666666666667,77.0666666666667,-8.4,1374,165.066666666667,81.6666666666667,21.2666666666667,423.466666666667,252.533333333333,287.466666666667,374.4
3711,-147.71,64.85,maritima,NH,12485,-147.75,64.75,2,2,-31.3055555555556,107.222222222222,21.25,14312.1111111111,218.833333333333,-274.055555555556,492.888888888889,146.583333333333,-97.9166666666667,146.583333333333,-216.416666666667,321,52.8888888888889,8.72222222222222,50.75,142.916666666667,37.1111111111111,142.916666666667,58.1944444444444
3712,-16.314,64.892,maritima,NH,12689,-16.25,64.75,4,4,-9.52777777777778,56.4444444444444,33.75,3932.72222222222,83.7222222222222,-80.8055555555556,164.527777777778,-31.7222222222222,28.8611111111111,45.1666666666667,-51.7222222222222,1456.66666666667,158.777777777778,90.1944444444444,17.5833333333333,427.888888888889,278.777777777778,310.5,413.861111111111
3713,-23.929,64.906,maritima,NH,12674,-23.75,64.75,4,4,35.8888888888889,47.5,31,3784,119.666666666667,-31.3888888888889,151.055555555556,12.3888888888889,73.7777777777778,87.6666666666667,-6.44444444444444,1158,131.333333333333,63.4444444444444,21.5,351.777777777778,204.388888888889,222,345.888888888889
3714,11.01148,64.95544,maritima,NH,12696,11.25,64.75,,4,51.2571428571429,62.3142857142857,28.2,5427.74285714286,169.914285714286,-46.6857142857143,216.6,59.2857142857143,70.2,123.057142857143,-14.4857142857143,1495.82857142857,176.142857142857,71.7714285714286,24.4285714285714,474.628571428571,263.457142857143,317.257142857143,416.142857142857
3715,-21.66,65.019,maritima,NH,12089,-21.75,65.25,4,4,24.0555555555556,51.1944444444444,29.9444444444444,4294.16666666667,118,-50.6944444444444,168.694444444444,-1.5,68.0555555555556,83.1111111111111,-23.5555555555556,851.027777777778,96.3888888888889,47.75,20.6388888888889,259.833333333333,151.222222222222,168.638888888889,242.805555555556
3716,-21.971,65.02,maritima,NH,12089,-21.75,65.25,4,4,24.0555555555556,51.1944444444444,29.9444444444444,4294.16666666667,118,-50.6944444444444,168.694444444444,-1.5,68.0555555555556,83.1111111111111,-23.5555555555556,851.027777777778,96.3888888888889,47.75,20.6388888888889,259.833333333333,151.222222222222,168.638888888889,242.805555555556
3717,-14.299,65.028,maritima,NH,12104,-14.25,65.25,4,4,12.5,52.6944444444444,34.1388888888889,3677,96.4722222222222,-55.8333333333333,152.305555555556,16.1111111111111,21.3333333333333,61.9166666666667,-28.4444444444444,1364.80555555556,159,81.1388888888889,20.1388888888889,411.083333333333,251.777777777778,286.916666666667,376.916666666667
3718,-14.275,65.036,maritima,NH,12104,-14.25,65.25,4,4,12.5,52.6944444444444,34.1388888888889,3677,96.4722222222222,-55.8333333333333,152.305555555556,16.1111111111111,21.3333333333333,61.9166666666667,-28.4444444444444,1364.80555555556,159,81.1388888888889,20.1388888888889,411.083333333333,251.777777777778,286.916666666667,376.916666666667
3719,-14.958,65.04,maritima,NH,12103,-14.75,65.25,4,4,13.4166666666667,53.6944444444444,34.1666666666667,3726.5,99.1111111111111,-55.7777777777778,154.888888888889,2.72222222222222,22.7222222222222,63.75,-27.8888888888889,1288.13888888889,150.722222222222,75.25,20.9166666666667,388.138888888889,234.138888888889,267.777777777778,362.805555555556
3720,-14.744,65.088,maritima,NH,12103,-14.75,65.25,4,4,13.4166666666667,53.6944444444444,34.1666666666667,3726.5,99.1111111111111,-55.7777777777778,154.888888888889,2.72222222222222,22.7222222222222,63.75,-27.8888888888889,1288.13888888889,150.722222222222,75.25,20.9166666666667,388.138888888889,234.138888888889,267.777777777778,362.805555555556
